chr	start	end	startCpG	endCpG	Mouth	Stomach	Small-intestine	Colon
chr18	5469303	5469684	23391652	23391666	0.02	0.92	0.96	0.95
chr2	106231658	106231860	3258405	3258412	0.93	0.02	0.01	0.02
chr22	36792387	36792712	26467931	26467938	0.03	0.96	0.93	0.95
chr16	29354766	29355372	21541519	21541533	0.04	0.96	0.95	0.95
chr4	70624936	70625173	6673735	6673740	0.93	0.01	0.01	0.01
chr16	70734024	70734289	21884652	21884665	0.03	0.93	0.96	0.95
chr13	20961710	20961964	18573385	18573391	0.02	0.94	0.95	0.93
chr6	139870699	139871133	10203401	10203406	0.02	0.93	0.96	0.94
chr10	80778469	80778843	15392542	15392548	0.03	0.93	0.94	0.96
chr7	128774301	128774687	11741446	11741451	0.02	0.94	0.95	0.94
chr15	32797574	32797774	20356320	20356326	0.02	0.97	0.95	0.90
chr11	1553066	1553284	16028602	16028612	0.03	0.93	0.97	0.96
chr6	35411175	35411399	9459013	9459020	0.02	0.92	0.95	0.94
chr9	92776690	92777136	14014336	14014348	0.03	0.94	0.95	0.95
chr13	109813314	109813524	19261380	19261388	0.03	0.96	0.92	0.94
chr14	50047307	50047598	19594316	19594322	0.02	0.94	0.93	0.92
chr1	62072268	62072605	864060	864068	0.02	0.91	0.95	0.95
chr11	1842093	1842491	16035368	16035378	0.02	0.94	0.91	0.94
chr7	431478	431862	10538991	10539014	0.03	0.94	0.95	0.95
chr22	46858692	46858905	26659290	26659296	0.02	0.95	0.92	0.93
chr16	23396342	23396556	21464075	21464081	0.02	0.93	0.94	0.94
chr9	119238427	119238710	14269787	14269792	0.04	0.95	0.96	0.97
chr13	101194599	101194873	19192566	19192575	0.03	0.93	0.97	0.97
chr3	67698945	67699393	5068410	5068415	0.93	0.01	0.01	0.03
chr1	26050739	26051029	450818	450824	0.02	0.94	0.92	0.93
chr1	153537105	153537661	1406147	1406159	0.01	0.93	0.93	0.93
chr8	134335660	134335992	13229900	13229915	0.01	0.89	0.95	0.96
chr9	139299741	139299979	14577911	14577918	0.04	0.94	0.96	0.96
chr12	52911558	52911925	17746557	17746563	0.01	0.93	0.92	0.92
chr9	130172754	130173168	14385012	14385022	0.03	0.94	0.97	0.95
chr11	20083473	20083708	16220995	16221000	0.03	0.93	0.95	0.96
chr13	22508466	22508885	18593727	18593738	0.03	0.91	0.97	0.96
chr14	70186289	70186606	19778112	19778118	0.03	0.94	0.94	0.95
chr22	30572324	30572743	26388470	26388476	0.02	0.93	0.96	0.94
chr6	144068700	144068919	10230863	10230869	0.93	0.01	0.01	0.02
chr11	20075318	20075525	16220921	16220926	0.02	0.93	0.95	0.92
chr12	89916220	89916982	18026079	18026086	0.95	0.02	0.01	0.07
chr1	13912683	13912926	266607	266612	0.02	0.93	0.95	0.95
chr3	107749911	107750268	5315886	5315892	0.03	0.93	0.94	0.96
chr4	513119	513326	6078296	6078303	0.02	0.94	0.92	0.93
chr1	44345075	44345480	693797	693802	0.04	0.95	0.96	0.96
chr10	103127920	103128176	15601072	15601078	0.03	0.92	0.97	0.97
chr12	27742315	27742889	17545318	17545326	0.05	0.96	0.97	0.96
chr18	45686305	45686526	23710685	23710690	0.02	0.91	0.95	0.96
chr2	31477256	31477487	2624089	2624100	0.01	0.92	0.92	0.94
chr10	3149186	3149886	14681531	14681552	0.02	0.91	0.95	0.95
chr11	63455440	63455759	16553891	16553897	0.05	0.97	0.96	0.96
chr6	1099495	1099838	9067131	9067141	0.02	0.93	0.95	0.94
chr20	31382277	31382742	25353703	25353709	0.02	0.93	0.93	0.93
chr6	30728870	30729921	9388246	9388256	0.01	0.93	0.94	0.91
chr4	23877104	23877314	6361120	6361126	0.96	0.10	0.00	0.02
chr21	41058832	41059181	26040276	26040283	0.93	0.01	0.00	0.02
chr18	55609498	55609733	23792955	23792960	0.04	0.96	0.97	0.94
chr17	43121048	43121273	22788033	22788042	0.01	0.91	0.95	0.95
chr3	177100829	177101043	5849848	5849853	0.02	0.90	0.97	0.96
chr2	172266414	172266679	3794610	3794615	0.02	0.92	0.96	0.95
chr17	72416041	72416269	23129684	23129692	0.94	0.01	0.01	0.06
chr3	105524251	105524609	5300633	5300639	0.03	0.97	0.96	0.89
chr13	20820690	20821080	18571707	18571714	0.04	0.96	0.95	0.96
chr10	1642805	1643163	14662805	14662812	0.02	0.94	0.94	0.93
chr12	57197559	57197828	17803483	17803490	0.03	0.94	0.94	0.96
chr5	42814004	42814314	7928428	7928434	0.05	0.97	0.98	0.96
chr12	95545226	95546059	18068560	18068565	0.04	0.95	0.96	0.96
chr8	129564480	129564710	13193138	13193143	0.93	0.01	0.01	0.02
chr6	22056848	22057069	9296476	9296485	0.03	0.93	0.94	0.95
chr1	203605478	203605743	1825304	1825310	0.01	0.92	0.91	0.93
chr17	64650871	64651127	23039617	23039623	0.05	0.96	0.97	0.95
chr2	174757821	174758075	3818662	3818667	0.04	0.95	0.96	0.95
chr10	29828954	29829165	14964628	14964634	0.04	0.94	0.97	0.96
chr1	19878609	19878825	357729	357734	0.02	0.92	0.94	0.94
chr22	40402610	40403206	26537958	26537971	0.03	0.94	0.97	0.95
chr15	38367647	38367929	20403932	20403938	0.04	0.95	0.96	0.96
chr9	107620302	107620844	14162751	14162756	0.05	0.96	0.97	0.96
chr22	38086435	38087249	26492359	26492376	0.01	0.93	0.92	0.92
chr8	128872445	128872769	13187349	13187360	0.05	0.95	0.97	0.97
chr10	29828483	29828830	14964620	14964628	0.04	0.95	0.97	0.95
chr20	60229216	60229491	25716335	25716351	0.02	0.93	0.95	0.93
chr13	113426570	113426916	19315824	19315832	0.93	0.03	0.01	0.01
chr2	88908541	88909425	3119028	3119035	0.04	0.93	0.97	0.96
chr9	100639072	100639285	14109831	14109839	0.02	0.92	0.95	0.95
chr14	91093140	91093410	19969406	19969412	0.03	0.95	0.93	0.94
chr10	123844857	123845456	15803098	15803111	0.02	0.91	0.96	0.95
chr3	187936975	187937296	5957543	5957548	0.96	0.01	0.03	0.10
chr3	187443345	187443751	5952876	5952884	0.02	0.93	0.93	0.93
chr20	19938816	19939284	25259965	25259971	0.04	0.95	0.94	0.95
chr2	69411340	69411962	2946541	2946550	0.01	0.93	0.89	0.94
chr17	39672409	39672623	22725219	22725228	0.04	0.95	0.97	0.95
chr5	10454874	10455117	7686003	7686008	0.02	0.93	0.93	0.94
chr2	54607873	54608089	2824353	2824361	0.05	0.96	0.97	0.96
chr16	78769384	78769589	21974515	21974521	0.02	0.91	0.95	0.97
chr17	35861263	35861487	22667252	22667259	0.02	0.92	0.95	0.95
chr21	43879006	43879624	26077234	26077239	0.94	0.04	0.01	0.02
chr17	2388130	2388707	22243595	22243609	0.05	0.96	0.97	0.96
chr8	10646242	10646616	12243336	12243345	0.02	0.91	0.95	0.95
chr18	29020882	29021248	23588444	23588453	0.01	0.91	0.94	0.95
chr16	21375758	21376368	21438897	21438907	0.05	0.97	0.95	0.96
chr13	97925731	97926053	19152015	19152020	0.03	0.94	0.96	0.94
chr3	63810285	63810492	5036600	5036606	0.02	0.88	0.97	0.96
chr2	131566416	131566711	3505561	3505566	0.03	0.92	0.96	0.96
chr15	63114314	63114745	20640329	20640337	0.94	0.03	0.02	0.01
chr18	56360019	56360376	23801677	23801682	0.04	0.94	0.96	0.96
chr13	43502159	43502371	18787148	18787153	0.06	0.97	0.97	0.97
chr1	224368521	224368979	2007833	2007842	0.01	0.94	0.88	0.93
chr1	234724863	234725108	2130506	2130517	0.01	0.95	0.94	0.88
chr2	69931529	69931737	2951743	2951749	0.02	0.95	0.92	0.90
chr11	130327820	130328102	17221843	17221851	0.03	0.95	0.89	0.94
chr13	21134894	21135139	18576038	18576046	0.93	0.03	0.01	0.02
chr5	74106571	74107061	8144350	8144355	0.04	0.97	0.91	0.95
chr15	50485297	50485685	20523672	20523678	0.02	0.91	0.95	0.94
chr10	74439514	74440049	15329872	15329881	0.95	0.06	0.02	0.02
chrX	3746560	3747100	26817733	26817752	0.02	0.92	0.93	0.94
chr10	63784517	63784756	15225353	15225359	0.94	0.05	0.01	0.02
chr9	124088816	124089256	14305649	14305664	0.03	0.95	0.95	0.94
chr21	43514109	43514316	26070585	26070596	0.01	0.90	0.95	0.94
chr17	17816361	17816729	22474325	22474341	0.04	0.97	0.92	0.94
chr12	50290130	50290345	17711103	17711108	0.04	0.94	0.95	0.96
chr11	655217	655557	16002025	16002043	0.92	0.01	0.01	0.02
chr17	48749374	48749776	22874374	22874383	0.04	0.95	0.96	0.96
chr1	164723392	164723755	1529798	1529806	0.04	0.94	0.96	0.96
chr16	1704555	1704839	21148043	21148057	0.03	0.93	0.96	0.95
chr5	66673617	66673859	8077371	8077376	0.01	0.88	0.95	0.96
chr3	11178671	11178961	4546021	4546033	0.01	0.90	0.94	0.96
chr6	106049505	106049789	9945921	9945926	0.01	0.91	0.93	0.95
chr3	4458679	4459117	4480309	4480316	0.02	0.92	0.95	0.94
chr9	128694619	128695794	14364252	14364261	0.05	0.96	0.97	0.96
chr6	56506254	56507113	9651350	9651357	0.04	0.97	0.95	0.94
chr17	55273545	55273753	22924522	22924527	0.03	0.95	0.93	0.95
chr1	232512525	232512821	2109151	2109157	0.01	0.90	0.94	0.95
chr11	95806804	95807129	16909929	16909935	0.93	0.02	0.03	0.02
chr5	142047302	142047623	8661186	8661195	0.03	0.94	0.95	0.94
chr12	122038850	122039148	18357066	18357072	0.92	0.01	0.01	0.02
chr1	204270163	204270619	1833708	1833713	0.04	0.94	0.98	0.96
chr2	109542485	109542699	3289252	3289257	0.05	0.95	0.96	0.97
chr22	39587600	39587930	26523349	26523356	0.03	0.95	0.93	0.94
chr14	31931653	31932271	19467691	19467697	0.02	0.92	0.94	0.95
chr7	55121259	55121579	11092396	11092406	0.05	0.96	0.97	0.96
chr1	21122592	21123040	375703	375713	0.06	0.97	0.97	0.96
chr12	28283724	28283930	17550080	17550088	0.02	0.95	0.93	0.92
chr3	45646169	45646428	4835777	4835784	0.04	0.94	0.96	0.95
chr4	175431237	175431930	7389105	7389112	0.06	0.97	0.97	0.96
chr5	95162838	95163122	8297046	8297053	0.94	0.03	0.02	0.04
chr9	97864023	97864337	14075304	14075309	0.03	0.95	0.96	0.94
chr15	74290287	74290574	20768038	20768056	0.04	0.95	0.95	0.95
chr7	121125458	121125899	11684744	11684751	0.02	0.91	0.94	0.94
chr3	195869752	195870031	6038919	6038929	0.02	0.92	0.95	0.94
chr15	92499536	92499900	20977457	20977463	0.01	0.89	0.96	0.93
chr2	134147568	134147982	3532926	3532931	0.03	0.93	0.95	0.94
chr5	149315228	149315501	8715555	8715562	0.02	0.95	0.96	0.88
chr15	61152116	61152350	20621920	20621926	0.03	0.93	0.94	0.95
chr12	19564237	19564790	17484074	17484080	0.02	0.93	0.93	0.92
chr12	117782591	117782906	18299424	18299429	0.02	0.91	0.95	0.95
chr9	130877512	130877795	14399540	14399553	0.92	0.01	0.01	0.01
chr2	160965808	160966248	3714624	3714629	0.04	0.95	0.94	0.95
chr16	4586536	4586882	21223620	21223627	0.04	0.96	0.94	0.95
chr6	168675041	168675329	10489876	10489881	0.92	0.01	0.01	0.02
chr9	93733101	93733326	14023224	14023232	0.02	0.90	0.96	0.96
chr10	12464215	12464482	14788080	14788089	0.04	0.93	0.96	0.96
chr12	30688913	30689162	17566002	17566007	0.02	0.93	0.92	0.93
chr8	82411387	82411767	12850350	12850355	0.02	0.94	0.87	0.95
chr10	5960653	5960921	14714928	14714935	0.05	0.95	0.96	0.96
chr16	53898356	53898742	21701324	21701329	0.05	0.96	0.96	0.96
chr20	15680724	15681086	25219997	25220011	0.03	0.94	0.94	0.93
chr14	105546123	105546354	20183902	20183918	0.03	0.94	0.95	0.93
chr16	28373579	28375288	21521306	21521329	0.03	0.95	0.92	0.93
chr10	126124982	126125183	15830814	15830820	0.01	0.92	0.93	0.92
chr1	43021549	43021931	676362	676370	0.03	0.94	0.96	0.94
chr1	110471635	110471987	1204577	1204587	0.03	0.94	0.92	0.96
chr17	17059341	17059859	22459320	22459326	0.02	0.92	0.94	0.94
chr13	48998409	48998879	18834116	18834122	0.03	0.93	0.94	0.94
chr17	5268523	5269107	22299446	22299452	0.04	0.95	0.95	0.94
chr18	60430587	60431002	23838118	23838125	0.04	0.95	0.95	0.94
chr11	46366965	46367453	16414569	16414581	0.02	0.92	0.94	0.93
chr4	30903642	30903932	6415809	6415815	0.93	0.01	0.01	0.05
chr3	71463591	71463997	5096835	5096844	0.04	0.94	0.95	0.95
chr19	3966242	3966505	24152573	24152584	0.92	0.01	0.01	0.02
chr1	235043673	235044143	2134858	2134865	0.92	0.01	0.01	0.02
chr5	79252423	79252630	8191748	8191754	0.03	0.93	0.94	0.94
chr2	209165506	209166324	4077985	4077991	0.04	0.94	0.96	0.95
chr6	155283187	155283407	10332013	10332018	0.96	0.09	0.01	0.03
chr20	34171862	34172117	25392978	25392987	0.01	0.91	0.89	0.94
chr22	18376579	18376944	26203708	26203715	0.94	0.04	0.01	0.02
chr10	35060440	35060818	15015530	15015535	0.05	0.96	0.97	0.95
chr16	4981450	4981830	21233275	21233289	0.03	0.94	0.94	0.94
chr5	14903358	14903662	7725189	7725199	0.05	0.96	0.96	0.96
chr1	110772090	110772399	1208683	1208692	0.03	0.94	0.93	0.93
chr1	110306462	110306688	1202690	1202696	0.92	0.01	0.01	0.01
chr17	39673322	39673558	22725239	22725248	0.03	0.94	0.93	0.95
chr13	21000075	21000332	18574128	18574133	0.04	0.95	0.94	0.94
chr22	46229079	46229420	26643340	26643347	0.02	0.92	0.95	0.93
chr15	31726971	31727197	20344362	20344371	0.03	0.91	0.95	0.96
chr14	74462723	74463329	19824034	19824044	0.94	0.04	0.05	0.01
chr17	7491548	7492060	22336168	22336184	0.02	0.93	0.91	0.94
chr18	42319964	42320255	23678176	23678182	0.03	0.93	0.93	0.95
chr6	148732868	148733213	10265088	10265093	0.05	0.95	0.96	0.95
chr9	95417606	95418326	14042140	14042154	0.03	0.94	0.93	0.95
chr18	46418775	46419225	23719491	23719507	0.02	0.92	0.92	0.95
chr18	55619641	55619860	23793020	23793026	0.02	0.93	0.91	0.95
chr10	123285699	123285987	15795380	15795387	0.05	0.96	0.95	0.96
chr1	223066825	223067133	1994008	1994017	0.05	0.97	0.97	0.95
chr9	748831	749355	13414768	13414779	0.03	0.93	0.94	0.95
chr9	139517085	139517333	14585606	14585621	0.03	0.93	0.93	0.95
chr17	46143094	46143313	22832833	22832843	0.05	0.95	0.96	0.96
chr2	174519531	174519958	3816573	3816579	0.03	0.95	0.93	0.92
chr18	10374731	10374958	23442661	23442668	0.01	0.94	0.91	0.90
chr3	128056366	128056651	5481762	5481771	0.03	0.94	0.94	0.94
chr17	7367425	7367716	22333238	22333246	0.04	0.94	0.95	0.96
chr8	123874638	123875008	13140503	13140513	0.03	0.91	0.96	0.96
chr12	1885741	1886094	17299647	17299652	0.04	0.94	0.95	0.95
chr5	142413437	142413776	8664604	8664610	0.01	0.91	0.93	0.94
chr17	11887199	11887635	22401238	22401244	0.01	0.90	0.95	0.93
chr9	90048842	90049379	13984737	13984742	0.05	0.96	0.96	0.96
chr1	223840216	223840478	2001647	2001653	0.03	0.94	0.94	0.95
chr7	22895541	22895801	10802841	10802848	0.02	0.93	0.94	0.93
chr17	30442435	30442901	22606826	22606835	0.02	0.95	0.95	0.89
chr3	72200124	72200522	5104715	5104720	0.92	0.01	0.00	0.01
chr3	52064658	52065155	4925636	4925645	0.03	0.93	0.94	0.95
chr4	514029	514229	6078324	6078330	0.02	0.91	0.94	0.93
chr11	624603	624810	16000822	16000832	0.94	0.06	0.01	0.01
chr16	11098408	11098626	21303975	21303980	0.05	0.94	0.97	0.96
chr17	37533945	37534478	22695767	22695779	0.05	0.96	0.96	0.96
chr7	530308	530686	10541709	10541721	0.04	0.94	0.95	0.94
chr6	35422136	35422527	9459264	9459270	0.04	0.96	0.94	0.94
chr9	97863321	97863756	14075288	14075296	0.04	0.94	0.95	0.95
chr1	204346021	204346258	1834634	1834640	0.94	0.03	0.02	0.04
chr2	8627795	8628007	2385768	2385778	0.02	0.93	0.93	0.93
chr17	55749842	55750057	22930833	22930839	0.04	0.94	0.93	0.95
chr10	129114259	129114554	15868448	15868454	0.03	0.93	0.94	0.93
chr2	240221056	240221379	4389229	4389241	0.92	0.01	0.00	0.01
chr6	157618487	157618819	10354943	10354952	0.02	0.92	0.92	0.93
chr2	20777696	20777936	2506437	2506442	0.01	0.89	0.95	0.93
chr22	25745775	25746220	26328897	26328903	0.05	0.96	0.97	0.93
chr15	41794852	41795090	20443713	20443731	0.01	0.89	0.95	0.94
chr16	78717674	78717890	21973961	21973966	0.03	0.92	0.96	0.95
chr16	30501543	30501780	21565064	21565069	0.01	0.91	0.94	0.93
chr7	55167285	55167623	11093013	11093018	0.04	0.96	0.94	0.94
chr7	25425744	25425993	10826515	10826523	0.04	0.93	0.97	0.96
chr11	13095262	13095516	16161038	16161045	0.04	0.94	0.95	0.95
chr14	81015540	81015926	19892193	19892200	0.03	0.92	0.96	0.94
chr20	32923189	32923505	25375588	25375597	0.03	0.94	0.92	0.94
chr5	138559619	138559848	8611933	8611949	0.04	0.95	0.96	0.94
chr14	61855025	61855248	19700165	19700171	0.05	0.96	0.98	0.95
chr12	76084486	76084806	17942252	17942260	0.05	0.95	0.96	0.96
chr1	212791766	212792148	1915132	1915140	0.04	0.95	0.94	0.95
chr19	10664793	10665135	24298108	24298118	0.02	0.91	0.94	0.93
chr18	9895596	9895815	23437248	23437253	0.02	0.91	0.93	0.94
chr2	47259501	47259740	2769704	2769711	0.05	0.95	0.96	0.95
chr16	28118547	28118758	21517351	21517357	0.05	0.93	0.97	0.97
chr3	112098007	112098341	5344208	5344213	0.01	0.87	0.95	0.96
chr4	88023118	88023379	6799407	6799412	0.03	0.91	0.96	0.95
chr7	55145386	55145757	11092702	11092718	0.92	0.01	0.01	0.01
chr16	81729702	81730228	22009774	22009788	0.03	0.93	0.94	0.94
chr18	53089892	53090117	23771286	23771293	0.02	0.92	0.93	0.93
chr1	25982777	25983380	449935	449949	0.05	0.96	0.95	0.95
chr1	2084511	2084729	54745	54755	0.04	0.93	0.95	0.96
chr13	48982595	48984011	18833993	18834004	0.02	0.91	0.96	0.95
chr1	9400648	9400869	193917	193928	0.03	0.93	0.92	0.95
chr18	60458242	60458462	23838337	23838343	0.03	0.94	0.94	0.93
chr7	30446715	30447206	10877584	10877591	0.03	0.94	0.94	0.93
chr22	43926592	43926836	26602772	26602788	0.03	0.92	0.95	0.95
chr6	16478628	16478892	9241323	9241328	0.02	0.92	0.95	0.93
chr16	64805252	64805487	21800423	21800436	0.02	0.90	0.94	0.95
chr10	114851817	114852099	15708191	15708196	0.92	0.01	0.01	0.03
chr6	12222944	12223474	9194916	9194929	0.02	0.93	0.94	0.92
chr18	59995274	59995504	23832390	23832396	0.93	0.03	0.01	0.02
chr12	1725788	1726003	17297448	17297453	0.04	0.93	0.93	0.96
chr19	2960246	2960479	24122109	24122118	0.02	0.93	0.90	0.92
chr22	42558487	42559403	26575102	26575116	0.02	0.95	0.92	0.91
chr8	27510009	27510448	12419543	12419551	0.05	0.95	0.96	0.96
chr5	149978525	149978794	8724884	8724896	0.02	0.96	0.83	0.94
chr4	78098212	78098655	6727518	6727524	0.04	0.94	0.93	0.95
chr8	1878942	1879143	12135283	12135294	0.95	0.09	0.00	0.01
chr12	116756963	116757170	18284084	18284093	0.02	0.89	0.95	0.96
chr8	70501399	70501690	12765126	12765135	0.92	0.02	0.01	0.02
chr2	238769253	238769458	4363039	4363049	0.93	0.02	0.01	0.04
chr1	16159122	16159381	298393	298409	0.06	0.97	0.97	0.95
chr12	109236308	109236592	18187973	18187979	0.03	0.90	0.96	0.96
chr1	43208738	43209099	678291	678299	0.02	0.90	0.95	0.94
chr3	141560531	141560791	5605053	5605061	0.01	0.92	0.90	0.91
chr6	16485997	16486304	9241359	9241364	0.02	0.88	0.97	0.96
chr9	136809871	136810120	14517681	14517694	0.02	0.89	0.96	0.94
chr11	77943867	77944373	16789474	16789481	0.05	0.96	0.96	0.95
chr21	37411664	37411988	25994424	25994430	0.05	0.95	0.96	0.96
chr12	76214385	76215003	17943132	17943143	0.04	0.93	0.95	0.96
chr11	67815515	67815864	16647565	16647574	0.06	0.95	0.98	0.96
chr14	45667637	45668318	19568830	19568838	0.03	0.92	0.95	0.95
chr15	40532306	40532931	20421395	20421409	0.03	0.92	0.94	0.95
chr6	125367304	125367589	10091107	10091113	0.02	0.94	0.91	0.91
chr17	70120134	70120361	23095153	23095169	0.92	0.01	0.01	0.01
chr16	11342023	11342315	21307634	21307641	0.03	0.93	0.93	0.93
chr1	24611871	24612379	429125	429140	0.02	0.90	0.95	0.94
chr7	30341401	30341658	10876859	10876865	0.06	0.96	0.97	0.95
chr14	56691773	56692064	19657309	19657318	0.91	0.01	0.01	0.02
chr8	128699342	128699947	13184921	13184931	0.04	0.94	0.93	0.95
chr18	46375096	46375628	23718712	23718727	0.01	0.91	0.93	0.91
chr1	7515681	7515897	162480	162493	0.03	0.93	0.95	0.94
chr14	82000858	82001103	19900217	19900223	0.96	0.03	0.04	0.10
chr6	110200767	110201016	9987791	9987804	0.03	0.91	0.95	0.95
chr2	208103937	208104373	4066026	4066032	0.02	0.89	0.93	0.95
chr6	35044791	35045224	9454033	9454044	0.02	0.89	0.95	0.95
chr6	36795384	36795646	9477824	9477832	0.02	0.90	0.93	0.94
chr5	31942638	31943037	7843274	7843285	0.04	0.94	0.94	0.94
chr2	16255200	16255448	2471037	2471042	0.92	0.03	0.01	0.01
chr7	4216811	4217041	10632317	10632323	0.02	0.93	0.94	0.91
chr18	43642671	43643058	23688871	23688879	0.05	0.97	0.93	0.94
chr10	34445708	34446107	15009814	15009819	0.01	0.90	0.92	0.93
chr10	128598976	128599382	15863448	15863460	0.01	0.94	0.93	0.89
chr3	42135343	42135628	4800987	4800995	0.05	0.94	0.96	0.96
chr7	129493691	129493941	11750902	11750907	0.01	0.90	0.91	0.92
chr20	25459257	25459711	25317455	25317465	0.04	0.94	0.95	0.94
chr3	59449980	59450303	5003867	5003873	0.04	0.94	0.93	0.95
chr2	241544901	241545393	4413604	4413618	0.92	0.03	0.01	0.02
chr15	78305228	78305457	20820639	20820647	0.92	0.01	0.01	0.01
chr19	33795809	33796188	24610176	24610181	0.92	0.02	0.01	0.03
chr10	99240761	99241220	15553689	15553696	0.05	0.95	0.96	0.96
chr1	169070355	169070749	1566075	1566080	0.93	0.01	0.01	0.05
chr1	244361444	244361646	2227454	2227460	0.04	0.92	0.96	0.96
chr8	10228549	10228763	12236870	12236875	0.05	0.95	0.93	0.95
chr10	101414928	101415357	15576283	15576288	0.02	0.93	0.90	0.92
chr1	202198313	202198768	1808823	1808829	0.02	0.93	0.91	0.92
chr20	10603861	10604227	25184336	25184345	0.02	0.90	0.93	0.94
chr14	99710495	99710777	20069228	20069234	0.02	0.90	0.93	0.96
chr1	113918432	113918726	1239523	1239528	0.02	0.92	0.92	0.94
chr1	10819537	10819874	221368	221377	0.92	0.01	0.01	0.02
chr14	68008480	68008772	19755743	19755754	0.91	0.01	0.00	0.01
chr7	22243677	22244294	10797127	10797132	0.04	0.94	0.96	0.94
chr2	62668629	62668924	2891144	2891149	0.03	0.93	0.95	0.94
chr17	70699198	70699694	23102583	23102589	0.04	0.96	0.92	0.93
chr9	88048026	88048312	13965938	13965946	0.03	0.95	0.91	0.94
chr7	36159617	36159926	10926172	10926180	0.04	0.93	0.97	0.93
chr14	35839194	35839396	19504196	19504206	0.01	0.94	0.88	0.89
chr1	3470263	3470494	94582	94593	0.02	0.94	0.88	0.92
chr2	38466614	38467034	2683578	2683589	0.01	0.90	0.91	0.94
chr7	658218	658487	10546192	10546199	0.91	0.01	0.01	0.01
chr5	59635705	59635988	8027946	8027953	0.03	0.91	0.95	0.94
chr9	124463339	124463580	14310629	14310643	0.01	0.87	0.95	0.95
chr19	39283882	39284208	24705713	24705720	0.02	0.94	0.90	0.91
chr6	16704829	16705034	9243571	9243577	0.03	0.92	0.96	0.93
chr4	78096125	78096346	6727491	6727501	0.03	0.91	0.97	0.95
chr20	37671524	37671724	25442378	25442384	0.04	0.95	0.94	0.94
chr14	61848255	61848464	19700098	19700105	0.03	0.93	0.94	0.92
chr18	56234214	56234439	23800212	23800217	0.06	0.96	0.98	0.96
chr5	179066369	179066738	9018368	9018380	0.02	0.92	0.95	0.92
chr19	4449487	4449688	24166842	24166852	0.02	0.89	0.94	0.95
chr1	10128704	10129427	208702	208709	0.03	0.90	0.96	0.96
chr6	163094562	163094892	10420691	10420699	0.05	0.94	0.95	0.95
chr11	78455332	78455687	16794290	16794297	0.02	0.91	0.94	0.93
chr10	30240460	30240692	14969327	14969334	0.02	0.92	0.93	0.92
chr15	86123481	86123874	20907412	20907420	0.92	0.01	0.01	0.02
chr4	169702790	169703365	7346954	7346959	0.05	0.96	0.96	0.94
